설치일,시설종류,인덱스,등록일,도로명주소,서비스유형,전화번호,위도,경도
2021-12-21,재가노인복지시설,4071,2025-01-07 17:53,"경기도 평택시 서정북로 58, 5층 (서정동)","방문요양,방문목욕,주야간보호",031-667-2161,,
2022-02-14,재가노인복지시설,4072,2025-01-07 17:53,경기도 평택시 유천2길 40 (유천동),"방문요양,방문목욕,주야간보호",031-656-9149,,
2018-11-22,재가노인복지시설,4073,2025-01-07 17:53,"경기도 평택시 안중읍 현화중앙길 1, 302호 (세연빌딩)","방문요양,방문목욕,주야간보호,방문간호",031-681-7735,,
2023-09-01,재가노인복지시설,4074,2025-01-07 17:53,경기도 평택시 청북읍 청원로 3,방문요양,031-682-7938,37.0486099,126.9728963
2022-08-05,재가노인복지시설,4075,2025-01-07 17:53,"경기도 평택시 팔각정길 30, 103호 (비전동)",방문요양,031-657-1881,,
2020-01-03,재가노인복지시설,4076,2025-01-07 17:53,경기도 평택시 유천3길 80-3 (유천동),방문요양,031-655-8460,,
2020-10-19,재가노인복지시설,4077,2025-01-07 17:53,경기도 평택시 안중읍 서동대로 1640-11,방문요양,031-684-0053,36.9932726,126.9460181
2023-12-01,재가노인복지시설,4078,2025-01-07 17:53,"경기도 평택시 비전1로 43-2, 1층 103호 (비전동)",방문요양,031-647-0101,,
2024-05-01,재가노인복지시설,4079,2025-01-07 17:53,"경기도 평택시 평택5로20번길 39, 103호 (합정동)",방문요양,031-691-9984,,
2020-10-19,재가노인복지시설,4080,2025-01-07 17:53,"경기도 평택시 지제동삭2로 177, 209동 204호 (동삭동, The Sharp 지제역 센트럴파크 2BL)",방문요양,031-658-1253,,
2023-10-10,재가노인복지시설,4081,2025-01-07 17:53,"경기도 평택시 중앙2로 121, 3층 (합정동)",방문요양,031-8094-0520,,
2021-12-02,재가노인복지시설,4082,2025-01-07 17:53,경기도 평택시 진위면 봉남길 31,방문요양,031-611-6045,,
2021-08-30,재가노인복지시설,4083,2025-01-07 17:53,"경기도 평택시 중앙로 149, 2층 (비전동)",방문요양,031-651-9428,,
2023-10-05,재가노인복지시설,4084,2025-01-07 17:53,경기도 평택시 포승읍 내기새싹길 12-8,방문요양,031-686-8611,,
2020-04-08,재가노인복지시설,4085,2025-01-07 17:53,"경기도 평택시 비전2로 192, 6층 (비전동)",방문요양,031-656-5085,,
2023-03-07,재가노인복지시설,4086,2025-01-07 17:53,"경기도 평택시 상서재로5길 15, 108동 902호 (동삭동, 평택센트럴자이 1단지)",방문요양,031-8029-5123,,
2020-01-03,재가노인복지시설,4087,2025-01-07 17:53,"경기도 평택시 신한1길 19-3, 1층 (비전동)",방문요양,031-691-2223,,
2020-04-01,재가노인복지시설,4088,2025-01-07 17:53,"경기도 평택시 진위면 신리길 58-11, 1층",방문요양,031-611-6045,,
2020-04-09,재가노인복지시설,4089,2025-01-07 17:53,"경기도 평택시 안중읍 안현로서8길 57, 217호",방문요양,031-683-3479,,
2024-01-05,재가노인복지시설,4090,2025-01-07 17:53,"경기도 평택시 지산로37번길 62, 1층 (지산동)","방문요양,방문목욕",031-668-1090,,
2022-07-27,재가노인복지시설,4091,2025-01-07 17:53,"경기도 평택시 세교로 2, 3층 (세교동)","방문요양,방문목욕",031-652-0117,,
2021-04-16,재가노인복지시설,4092,2025-01-07 17:53,"경기도 평택시 진위면 진위서로 20, 104호","방문요양,방문목욕",031-666-9166,,
2021-08-30,재가노인복지시설,4093,2025-01-07 17:53,"경기도 평택시 비전2로 70, 210호 (비전동)","방문요양,방문목욕",031-647-4099,,
2020-06-03,재가노인복지시설,4094,2025-01-07 17:53,"경기도 평택시 세교3로 5, 2층 205호 (세교동, 우성꿈그린아파트 상가동)","방문요양,방문목욕",031-657-3953,,
2020-09-08,재가노인복지시설,4095,2025-01-07 17:53,경기도 평택시 조개터로42번길 60-25 (합정동),"방문요양,방문목욕",031-652-3688,,
2023-12-15,재가노인복지시설,4096,2025-01-07 17:53,"경기도 평택시 평택4로 44, 4층 (합정동)","방문요양,방문목욕",031-618-0908,,
2022-11-10,재가노인복지시설,4097,2025-01-07 17:53,"경기도 평택시 동부공원로 38, 1층 (비전동, 좌측 첫번째 상가)","방문요양,방문목욕",031-618-1271,,
2020-10-19,재가노인복지시설,4098,2025-01-07 17:53,경기도 평택시 자유로 18 (합정동),"방문요양,방문목욕",031-618-0981,,
2020-10-19,재가노인복지시설,4099,2025-01-07 17:53,경기도 평택시 송월로32번길 29 (신장동),"방문요양,방문목욕",031-664-9979,,
2021-02-16,재가노인복지시설,4100,2025-01-07 17:53,"경기도 평택시 포승읍 불당길 124, A동 1층 3호","방문요양,방문목욕",031-682-5736,,
2019-11-17,재가노인복지시설,4101,2025-01-07 17:53,"경기도 평택시 안중읍 안현로 362, 3층 303호","방문요양,방문목욕",031-684-2855,,
2020-10-19,재가노인복지시설,4102,2025-01-07 17:53,경기도 평택시 평남로 647-1 (비전동),"방문요양,방문목욕",031-691-5488,,
2020-07-31,재가노인복지시설,4103,2025-01-07 17:53,"경기도 평택시 탄현로 333-1 (신장동, 대흥빌딩 3층)","방문요양,방문목욕",031-616-5707,,
2017-03-02,재가노인복지시설,4104,2025-01-07 17:53,"경기도 평택시 조개터로34번길 4, 2층 2호 (합정동)","방문요양,방문목욕",031-656-7023,,
2021-11-11,재가노인복지시설,4105,2025-01-07 17:53,"경기도 평택시 팽성읍 안정쇼핑로 46, B1층","방문요양,방문목욕",031-658-8801,,
2023-01-06,재가노인복지시설,4106,2025-01-07 17:53,"경기도 평택시 고덕면 효덕새싹길 55, B동 206호 (고덕하늘채 시그니처)","방문요양,방문목욕",031-664-4814,,
2021-06-25,재가노인복지시설,4107,2025-01-07 17:53,"경기도 평택시 비전2로 79, 5층 506호 (비전동, 필그린타워)","방문요양,방문목욕",031-647-0323,,
2024-04-01,재가노인복지시설,4108,2025-01-07 17:53,"경기도 평택시 평택1로 100, 1층 101호 (비전동)","방문요양,방문목욕",031-654-1269,,
2022-12-29,재가노인복지시설,4109,2025-01-07 17:53,"경기도 평택시 송탄공원로 135, 102호 (지산동)","방문요양,방문목욕",031-662-2961,,
2024-04-01,재가노인복지시설,4110,2025-01-07 17:53,"경기도 평택시 송탄로 113, 105호 (이충동)","방문요양,방문목욕",031-668-8934,,
2019-05-30,재가노인복지시설,4111,2025-01-07 17:53,"경기도 평택시 죽백4로 60, S001동 202호 (죽백동, 배다리마을5단지)","방문요양,방문목욕",031-692-2422,,
2021-11-03,재가노인복지시설,4112,2025-01-07 17:53,"경기도 평택시 서재4길 29-18, 1층 (동삭동)","방문요양,방문목욕",031-657-6563,,
2020-12-28,재가노인복지시설,4113,2025-01-07 17:53,경기도 평택시 지산2로 119 (지산동),"방문요양,방문목욕",031-668-3927,,
2008-05-30,재가노인복지시설,4114,2025-01-07 17:53,"경기도 평택시 탄현1로 160, B101호 (신장동, 탤론타워)","방문요양,방문목욕",031-664-5677,,
2024-04-01,재가노인복지시설,4115,2025-01-07 17:53,"경기도 평택시 송탄로 424-1, 2층 (지산동)","방문요양,방문목욕",031-664-8979,,
2008-05-28,재가노인복지시설,4116,2025-01-07 17:53,"경기도 평택시 평택로 17, 상가동 2층 1호 (평택동, 롯데인벤스 스카이)","방문요양,방문목욕",031-651-7552,,
2024-05-01,재가노인복지시설,4117,2025-01-07 17:53,"경기도 평택시 동부공원로14번길 45, 1층 (비전동)","방문요양,방문목욕",031-656-3320,,
2020-02-07,재가노인복지시설,4118,2025-01-07 17:53,경기도 평택시 독곡동 한일아파트 한일상가 201호,"방문요양,방문목욕",031-611-2178,,
2024-08-01,재가노인복지시설,4151,2025-01-07 17:53,경기도 평택시 탄현로 309,"방문요양, 방문목욕",031-8054-7686,,
2020-05-06,재가노인복지시설,4119,2025-01-07 17:53,"경기도 평택시 평택5로 186, 2층 201호 (비전동)","방문요양,방문목욕",031-658-8056,,
2020-03-04,재가노인복지시설,4120,2025-01-07 17:53,"경기도 평택시 서재7길 31, 1층 101호 (동삭동)","방문요양,방문목욕",031-657-4104,,
2020-06-03,재가노인복지시설,4121,2025-01-07 17:53,"경기도 평택시 서정남로 170, 2층 (서정동)","방문요양,방문목욕",031-663-2161,,
2021-12-20,재가노인복지시설,4122,2025-01-07 17:53,"경기도 평택시 신서로 48, 1층 (서정동)","방문요양,방문목욕",031-662-4252,,
2021-07-15,재가노인복지시설,4123,2025-01-07 17:53,"경기도 평택시 평남로 314, 1층 3호 (통복동)","방문요양,방문목욕",031-654-4550,,
2023-01-31,재가노인복지시설,4124,2025-01-07 17:53,"경기도 평택시 점촌1로6번길 43, 1층 101호 (서정동)","방문요양,방문목욕",031-647-0335,,
2020-03-04,재가노인복지시설,4125,2025-01-07 17:53,"경기도 평택시 지산로12번길 89-4, 102호 (지산동)","방문요양,방문목욕",031-665-8030,,
2024-01-05,재가노인복지시설,4126,2025-01-07 17:53,"경기도 평택시 지산천로 66, 상가동 2층 205호 (독곡동, 라이프아파트)","방문요양,방문목욕",031-663-7617,,
2024-04-01,재가노인복지시설,4127,2025-01-07 17:53,"경기도 평택시 원평2로27번길 13, 2층 (평택동)","방문요양,방문목욕",070-4908-0921,,
2024-02-01,재가노인복지시설,4128,2025-01-07 17:53,"경기도 평택시 팔각정길 8-15, 2층 (비전동)","방문요양,방문목욕",031-656-8579,,
2008-06-11,재가노인복지시설,4129,2025-01-07 17:53,경기도 평택시 비전3로 15 (비전동),"방문요양,방문목욕",031-657-8072,,
2023-06-01,재가노인복지시설,4130,2025-01-07 17:53,경기도 평택시 중앙로 210 (합정동),"방문요양,방문목욕",031-692-3345,,
2023-12-01,재가노인복지시설,4131,2025-01-07 17:53,"경기도 평택시 평택로 160, 2층 (세교동)","방문요양,방문목욕",031-658-7775,,
2023-08-25,재가노인복지시설,4132,2025-01-07 17:53,"경기도 평택시 서정북로 99, 105동 9층 902호 (서정동, 평택the# 아파트)","방문요양,방문목욕",,,
2021-06-04,재가노인복지시설,4133,2025-01-07 17:53,"경기도 평택시 안중읍 안현로서7길 2, 2층 201호","방문요양,방문목욕",031-682-2207,,
2019-05-31,재가노인복지시설,4134,2025-01-07 17:53,경기도 평택시 조개터로37번길 42-1 (합정동),"방문요양,방문목욕",031-616-2633,,
2022-09-01,재가노인복지시설,4135,2025-01-07 17:53,"경기도 평택시 비전5로 10, 1161호 (비전동, 가로수길센트롤돔)","방문요양,방문목욕",031-630-2740,,
2008-05-28,재가노인복지시설,4137,2025-01-07 17:53,경기도 평택시 팽성읍 안정순환로120번길 112 (안정감리교회 선교관1층),"방문요양,방문목욕",031-657-5222,,
2020-02-10,재가노인복지시설,4138,2025-01-07 17:53,"경기도 평택시 통복시장로47번길 2, 1층 (통복동)","방문요양,방문목욕",031-657-1280,,
2023-11-01,재가노인복지시설,4139,2025-01-07 17:53,"경기도 평택시 중앙로 152, 2층 (합정동)","방문요양,방문간호",031-656-7954,,
2022-08-05,재가노인복지시설,4140,2025-01-07 17:53,경기도 평택시 지장로 3 (서정동),"방문요양,방문목욕,방문간호",031-666-0011,,
2023-09-25,재가노인복지시설,4141,2025-01-07 17:53,"경기도 평택시 고덕중앙2로 81, 1동 1층 107호 (고덕동)",방문간호,,,
2022-09-01,재가노인복지시설,4142,2025-01-07 17:53,"경기도 평택시 동부공원로 24-1, 1층 (비전동)",방문간호,031-654-2386,,
2020-04-29,재가노인복지시설,4143,2025-01-07 17:53,"경기도 평택시 통복로 43, 4층 402호 (통복동)",복지용구제공사업소,031-663-2161,,
2024-01-12,재가노인복지시설,4144,2025-01-07 17:53,"경기도 평택시 고덕중앙로 200-4, 1516호 (고덕동)",복지용구제공사업소,,,
2020-06-16,재가노인복지시설,4145,2025-01-07 17:53,경기도 평택시 중앙로 233 (비전동),복지용구제공사업소,031-692-9934,,
2022-03-17,재가노인복지시설,4146,2025-01-07 17:53,"경기도 평택시 조개터로5번길 35, 1층 (합정동)",복지용구제공사업소,031-658-9006,,
2022-08-05,재가노인복지시설,4147,2025-01-07 17:53,"경기도 평택시 평택5로 254, 202호 (비전동, 한성아파트 상가동)",복지용구제공사업소,031-653-1377,,
2007-12-04,노인주거복지시설,4148,2025-01-07 17:53,경기도 평택시 원평1로 12 (평택동),양로원,031-691-1575,,
2011-05-01,노인주거복지시설,4149,2025-01-07 17:53,경기도 평택시 청북읍 고잔6길 119-59,양로원,031-681-2514,,
2014-06-13,노인주거복지시설,4150,2025-01-07 17:53,경기도 평택시 방여울로 91 (가재동),양로원,031-663-2102,,
,재가노인복지시설,4152,2025-01-07 17:53,"경기도 평택시 경기대로 1155, 1층 107호",,031-663-7845,,
,재가노인복지시설,4153,2025-01-07 17:53,"경기도평택시 점촌1로6번길 43, 1층 101호",,031-647-0335,,
,재가노인복지시설,4154,2025-01-07 17:53,"경기도 평택시 평택5로 20번길 39, 103호",,031-691-9984,,
2025-01-01,재가노인복지시설,4166,2025-01-29 16:28,"경기도 평택시 평남로 1052, 3층 (동삭동)","방문요양, 주야간보호",,,
,재가노인복지시설,4168,2025-01-29 16:30,"경기도 평택시 안중읍 안중로18번길 39, 202호","방문요양, 방문목욕",031-684-0333,,
,재가노인복지시설,4165,2025-01-29 16:26,"경기도 평택시 신한3길 3, 1층 (비전동)",주야간보호,031-8094-0490,,
2025-01-01,재가노인복지시설,4167,2025-01-29 16:29,"경기도 평택시 죽백3로 167, 4층 ",주야간보호,031-654-2262,,
2025-01-01,재가장기요양기관,4169,2025-01-29 16:30,"경기도 평택시 중앙로 301, 202호",,031-647-3705,,
2025-01-01,재가노인복지시설,4170,2025-01-29 16:31,"경기도 평택시 중앙로 252, 2층 ",,031-656-3626,,
2024-12-01,재가노인복지시설,4171,2025-01-29 16:31,"경기도 평택시 문화촌로11번길 2, 2층 (비전동)","방문요양, 방문목욕",031-652-4772,,
